id,category,type,front,back,example,hint
r0719,Professional Confidence,Active Recall,"Wie würdest du professionell sagen: „Ich würde das lieber prüfen, bevor ich dir eine endgültige Antwort gebe.“",I would prefer to verify this before giving you a definite answer.,Use this instead of making an uncertain statement.,Aktive berufliche Formulierung
s0720,Professional Confidence,Situation,Use this instead of making an uncertain statement.,I would prefer to verify this before giving you a definite answer.,"Ich würde das lieber prüfen, bevor ich dir eine endgültige Antwort gebe.",Passende Reaktion für die Situation
p0721,Professional Confidence,Professional Phrase,I will follow up with the responsible colleague and get back to you.,Ich werde bei der zuständigen Person nachfassen und mich wieder melden.,Use this when another function owns the answer.,Professionelle Formulierung
r0722,Professional Confidence,Active Recall,Wie würdest du professionell sagen: „Ich werde bei der zuständigen Person nachfassen und mich wieder melden.“,I will follow up with the responsible colleague and get back to you.,Use this when another function owns the answer.,Aktive berufliche Formulierung
s0723,Professional Confidence,Situation,Use this when another function owns the answer.,I will follow up with the responsible colleague and get back to you.,Ich werde bei der zuständigen Person nachfassen und mich wieder melden.,Passende Reaktion für die Situation
p0724,Professional Confidence,Professional Phrase,I will take ownership of this point and provide an update tomorrow.,Ich übernehme diesen Punkt und gebe morgen ein Update.,Use this to show accountability.,Professionelle Formulierung
r0725,Professional Confidence,Active Recall,Wie würdest du professionell sagen: „Ich übernehme diesen Punkt und gebe morgen ein Update.“,I will take ownership of this point and provide an update tomorrow.,Use this to show accountability.,Aktive berufliche Formulierung
s0726,Professional Confidence,Situation,Use this to show accountability.,I will take ownership of this point and provide an update tomorrow.,Ich übernehme diesen Punkt und gebe morgen ein Update.,Passende Reaktion für die Situation
p0727,Status Updates,Professional Phrase,We are currently waiting for final approval.,Wir warten derzeit auf die endgültige Genehmigung.,Use this for a neutral project status.,Professionelle Formulierung
r0728,Status Updates,Active Recall,Wie würdest du professionell sagen: „Wir warten derzeit auf die endgültige Genehmigung.“,We are currently waiting for final approval.,Use this for a neutral project status.,Aktive berufliche Formulierung
s0729,Status Updates,Situation,Use this for a neutral project status.,We are currently waiting for final approval.,Wir warten derzeit auf die endgültige Genehmigung.,Passende Reaktion für die Situation
p0730,Status Updates,Professional Phrase,The documents have been reviewed and are ready for signature.,Die Unterlagen wurden geprüft und sind unterschriftsreif.,Use this when the review is complete.,Professionelle Formulierung
r0731,Status Updates,Active Recall,Wie würdest du professionell sagen: „Die Unterlagen wurden geprüft und sind unterschriftsreif.“,The documents have been reviewed and are ready for signature.,Use this when the review is complete.,Aktive berufliche Formulierung
s0732,Status Updates,Situation,Use this when the review is complete.,The documents have been reviewed and are ready for signature.,Die Unterlagen wurden geprüft und sind unterschriftsreif.,Passende Reaktion für die Situation
p0733,Status Updates,Professional Phrase,The payment date has not yet been confirmed.,Der Zahlungstermin wurde noch nicht bestätigt.,Use this for dividend or capital-measure processes.,Professionelle Formulierung
r0734,Status Updates,Active Recall,Wie würdest du professionell sagen: „Der Zahlungstermin wurde noch nicht bestätigt.“,The payment date has not yet been confirmed.,Use this for dividend or capital-measure processes.,Aktive berufliche Formulierung
s0735,Status Updates,Situation,Use this for dividend or capital-measure processes.,The payment date has not yet been confirmed.,Der Zahlungstermin wurde noch nicht bestätigt.,Passende Reaktion für die Situation
p0736,Status Updates,Professional Phrase,The accounting treatment is still under review.,Die bilanzielle Behandlung wird noch geprüft.,Use this when the booking concept is not final.,Professionelle Formulierung
r0737,Status Updates,Active Recall,Wie würdest du professionell sagen: „Die bilanzielle Behandlung wird noch geprüft.“,The accounting treatment is still under review.,Use this when the booking concept is not final.,Aktive berufliche Formulierung
s0738,Status Updates,Situation,Use this when the booking concept is not final.,The accounting treatment is still under review.,Die bilanzielle Behandlung wird noch geprüft.,Passende Reaktion für die Situation
p0739,Status Updates,Professional Phrase,The issue has been resolved and no further action is required.,Das Problem wurde gelöst und es sind keine weiteren Maßnahmen erforderlich.,Use this to close an issue clearly.,Professionelle Formulierung
r0740,Status Updates,Active Recall,Wie würdest du professionell sagen: „Das Problem wurde gelöst und es sind keine weiteren Maßnahmen erforderlich.“,The issue has been resolved and no further action is required.,Use this to close an issue clearly.,Aktive berufliche Formulierung
s0741,Status Updates,Situation,Use this to close an issue clearly.,The issue has been resolved and no further action is required.,Das Problem wurde gelöst und es sind keine weiteren Maßnahmen erforderlich.,Passende Reaktion für die Situation
p0742,Status Updates,Professional Phrase,The deadline may need to be postponed due to the outstanding approval.,Die Frist muss möglicherweise wegen der ausstehenden Genehmigung verschoben werden.,Use this to communicate a possible delay objectively.,Professionelle Formulierung
r0743,Status Updates,Active Recall,Wie würdest du professionell sagen: „Die Frist muss möglicherweise wegen der ausstehenden Genehmigung verschoben werden.“,The deadline may need to be postponed due to the outstanding approval.,Use this to communicate a possible delay objectively.,Aktive berufliche Formulierung
s0744,Status Updates,Situation,Use this to communicate a possible delay objectively.,The deadline may need to be postponed due to the outstanding approval.,Die Frist muss möglicherweise wegen der ausstehenden Genehmigung verschoben werden.,Passende Reaktion für die Situation
p0745,Status Updates,Professional Phrase,We are on track to meet the reporting deadline.,"Wir liegen im Plan, um die Reporting-Frist einzuhalten.",Use this to communicate positive progress.,Professionelle Formulierung
r0746,Status Updates,Active Recall,"Wie würdest du professionell sagen: „Wir liegen im Plan, um die Reporting-Frist einzuhalten.“",We are on track to meet the reporting deadline.,Use this to communicate positive progress.,Aktive berufliche Formulierung
s0747,Status Updates,Situation,Use this to communicate positive progress.,We are on track to meet the reporting deadline.,"Wir liegen im Plan, um die Reporting-Frist einzuhalten.",Passende Reaktion für die Situation
p0748,Status Updates,Professional Phrase,There is a risk that the reporting package will be submitted late.,"Es besteht das Risiko, dass das Reporting Package verspätet eingereicht wird.",Use this to flag a risk early.,Professionelle Formulierung
r0749,Status Updates,Active Recall,"Wie würdest du professionell sagen: „Es besteht das Risiko, dass das Reporting Package verspätet eingereicht wird.“",There is a risk that the reporting package will be submitted late.,Use this to flag a risk early.,Aktive berufliche Formulierung
s0750,Status Updates,Situation,Use this to flag a risk early.,There is a risk that the reporting package will be submitted late.,"Es besteht das Risiko, dass das Reporting Package verspätet eingereicht wird.",Passende Reaktion für die Situation
p0751,Status Updates,Professional Phrase,No material issues have been identified so far.,Bisher wurden keine wesentlichen Probleme festgestellt.,"Use this in reviews, audits or closing meetings.",Professionelle Formulierung
r0752,Status Updates,Active Recall,Wie würdest du professionell sagen: „Bisher wurden keine wesentlichen Probleme festgestellt.“,No material issues have been identified so far.,"Use this in reviews, audits or closing meetings.",Aktive berufliche Formulierung
s0753,Status Updates,Situation,"Use this in reviews, audits or closing meetings.",No material issues have been identified so far.,Bisher wurden keine wesentlichen Probleme festgestellt.,Passende Reaktion für die Situation
p0754,Finance Communication,Professional Phrase,The variance is mainly driven by higher personnel costs.,Die Abweichung ist hauptsächlich auf höhere Personalkosten zurückzuführen.,Use this to explain a variance precisely.,Professionelle Formulierung
r0755,Finance Communication,Active Recall,Wie würdest du professionell sagen: „Die Abweichung ist hauptsächlich auf höhere Personalkosten zurückzuführen.“,The variance is mainly driven by higher personnel costs.,Use this to explain a variance precisely.,Aktive berufliche Formulierung
s0756,Finance Communication,Situation,Use this to explain a variance precisely.,The variance is mainly driven by higher personnel costs.,Die Abweichung ist hauptsächlich auf höhere Personalkosten zurückzuführen.,Passende Reaktion für die Situation
p0757,Finance Communication,Professional Phrase,The result is broadly in line with the latest forecast.,Das Ergebnis entspricht weitgehend dem letzten Forecast.,Use this for management reporting.,Professionelle Formulierung
r0758,Finance Communication,Active Recall,Wie würdest du professionell sagen: „Das Ergebnis entspricht weitgehend dem letzten Forecast.“,The result is broadly in line with the latest forecast.,Use this for management reporting.,Aktive berufliche Formulierung
s0759,Finance Communication,Situation,Use this for management reporting.,The result is broadly in line with the latest forecast.,Das Ergebnis entspricht weitgehend dem letzten Forecast.,Passende Reaktion für die Situation
p0760,Finance Communication,Professional Phrase,The negative impact was partly offset by lower operating expenses.,Der negative Effekt wurde teilweise durch niedrigere operative Aufwendungen ausgeglichen.,Use this to explain offsetting effects.,Professionelle Formulierung
